,Year,Age,Total,Country,cat_color
1453,2016,10,435768,KOR,indianred
1454,2016,11,473556,KOR,indianred
1455,2016,12,493078,KOR,indianred
1456,2016,13,494339,KOR,indianred
1457,2016,14,558824,KOR,indianred
1458,2016,15,638404,KOR,indianred
1459,2016,16,618830,KOR,indianred
1460,2016,17,638429,KOR,indianred
1461,2016,18,669621,KOR,indianred
1462,2016,19,683310,KOR,indianred
1463,2016,20,705384,KOR,indianred
1464,2016,21,710858,KOR,indianred
1465,2016,22,706885,KOR,indianred
1466,2016,23,721508,KOR,indianred
1467,2016,24,698654,KOR,indianred
1468,2016,25,636434,KOR,indianred
1469,2016,26,627526,KOR,indianred
1470,2016,27,622167,KOR,indianred
1471,2016,28,613890,KOR,indianred
1472,2016,29,623772,KOR,indianred
1473,2016,30,648879,KOR,indianred
1474,2016,31,657925,KOR,indianred
1475,2016,32,743950,KOR,indianred
1476,2016,33,817528,KOR,indianred
1477,2016,34,835553,KOR,indianred
1478,2016,35,832233,KOR,indianred
1479,2016,36,822531,KOR,indianred
1480,2016,37,717423,KOR,indianred
1481,2016,38,774128,KOR,indianred
1482,2016,39,757215,KOR,indianred
1483,2016,40,784511,KOR,indianred
1484,2016,41,851943,KOR,indianred
1485,2016,42,886732,KOR,indianred
1486,2016,43,887428,KOR,indianred
1487,2016,44,934527,KOR,indianred
1488,2016,45,909620,KOR,indianred
1489,2016,46,915117,KOR,indianred
1490,2016,47,917038,KOR,indianred
1491,2016,48,852774,KOR,indianred
1492,2016,49,807747,KOR,indianred
1493,2016,50,842437,KOR,indianred
1494,2016,51,824062,KOR,indianred
1495,2016,52,783739,KOR,indianred
1496,2016,53,870889,KOR,indianred
1497,2016,54,904338,KOR,indianred
1498,2016,55,912328,KOR,indianred
1499,2016,56,842655,KOR,indianred
1500,2016,57,769306,KOR,indianred
1501,2016,58,762483,KOR,indianred
1502,2016,59,688265,KOR,indianred
1503,2016,60,712572,KOR,indianred
1504,2016,61,605990,KOR,indianred
1505,2016,62,522745,KOR,indianred
1506,2016,63,577434,KOR,indianred
1507,2016,64,420988,KOR,indianred
1508,2016,65,448392,KOR,indianred
1509,2016,66,453313,KOR,indianred
1510,2016,67,449648,KOR,indianred
1511,2016,68,452780,KOR,indianred
1512,2016,69,359902,KOR,indianred
1513,2016,70,320780,KOR,indianred
1514,2016,71,341997,KOR,indianred
1515,2016,72,343081,KOR,indianred
1516,2016,73,420808,KOR,indianred
1517,2016,74,344255,KOR,indianred
1518,2016,75,302244,KOR,indianred
1519,2016,76,309167,KOR,indianred
1520,2016,77,275962,KOR,indianred
1521,2016,78,252483,KOR,indianred
1522,2016,79,233487,KOR,indianred
1523,2016,80,219257,KOR,indianred
1524,2016,81,190833,KOR,indianred
1525,2016,82,159789,KOR,indianred
1526,2016,83,144002,KOR,indianred
1527,2016,84,115774,KOR,indianred
1528,2016,85,102203.74,KOR,indianred
1529,2016,86,90210.29,KOR,indianred
1530,2016,87,75655.69,KOR,indianred
1531,2016,88,61403.04,KOR,indianred
1532,2016,89,48036.81,KOR,indianred
1533,2016,90,37339.46,KOR,indianred
1534,2016,91,29641.87,KOR,indianred
1535,2016,92,25773.93,KOR,indianred
1536,2016,93,20721.75,KOR,indianred
1537,2016,94,13838.39,KOR,indianred
1538,2016,95,9404.72,KOR,indianred
1539,2016,96,6498.39,KOR,indianred
1540,2016,97,4356.26,KOR,indianred
1541,2016,98,3071.26,KOR,indianred
1542,2016,99,2123.36,KOR,indianred
1543,2016,100,1248.97,KOR,indianred
1544,2016,101,759.57,KOR,indianred
1545,2016,102,475.3,KOR,indianred
1546,2016,103,274.33,KOR,indianred
1547,2016,104,150.56,KOR,indianred
1548,2016,105,78.76,KOR,indianred
1549,2016,106,41.52,KOR,indianred
1550,2016,107,21.68,KOR,indianred
1551,2016,108,9.79,KOR,indianred
1552,2016,109,3.85,KOR,indianred
1553,2016,110,1.99,KOR,indianred
1554,2017,0,393654,KOR,indianred
1555,2017,1,441642,KOR,indianred
1556,2017,2,439103,KOR,indianred
1557,2017,3,440365,KOR,indianred
1558,2017,4,488903,KOR,indianred
1559,2017,5,475501,KOR,indianred
1560,2017,6,473013,KOR,indianred
1561,2017,7,447653,KOR,indianred
1562,2017,8,468242,KOR,indianred
1563,2017,9,495380,KOR,indianred
1564,2017,10,449222,KOR,indianred
1565,2017,11,435795,KOR,indianred
1566,2017,12,473534,KOR,indianred
1567,2017,13,492985,KOR,indianred
1568,2017,14,494218,KOR,indianred
1569,2017,15,558710,KOR,indianred
1570,2017,16,638165,KOR,indianred
1571,2017,17,618486,KOR,indianred
1572,2017,18,638001,KOR,indianred
1573,2017,19,669152,KOR,indianred
1574,2017,20,682735,KOR,indianred
1575,2017,21,705002,KOR,indianred
1576,2017,22,710493,KOR,indianred
1577,2017,23,706558,KOR,indianred
1578,2017,24,721290,KOR,indianred
1579,2017,25,698530,KOR,indianred
1580,2017,26,636478,KOR,indianred
1581,2017,27,627552,KOR,indianred
1582,2017,28,622206,KOR,indianred
1583,2017,29,613982,KOR,indianred
1584,2017,30,623869,KOR,indianred
1585,2017,31,648812,KOR,indianred
1586,2017,32,657851,KOR,indianred
1587,2017,33,743667,KOR,indianred
1588,2017,34,817065,KOR,indianred
1589,2017,35,835049,KOR,indianred
1590,2017,36,831567,KOR,indianred
1591,2017,37,821868,KOR,indianred
1592,2017,38,716871,KOR,indianred
1593,2017,39,773430,KOR,indianred
1594,2017,40,756432,KOR,indianred
1595,2017,41,783776,KOR,indianred
1596,2017,42,851066,KOR,indianred
1597,2017,43,885708,KOR,indianred
1598,2017,44,886292,KOR,indianred
1599,2017,45,933189,KOR,indianred
1600,2017,46,908320,KOR,indianred
1601,2017,47,913592,KOR,indianred
1602,2017,48,915427,KOR,indianred
1603,2017,49,851215,KOR,indianred
1604,2017,50,806089,KOR,indianred
1605,2017,51,840460,KOR,indianred
1606,2017,52,822131,KOR,indianred
1607,2017,53,781640,KOR,indianred
1608,2017,54,868534,KOR,indianred
1609,2017,55,901547,KOR,indianred
1610,2017,56,909491,KOR,indianred
1611,2017,57,839745,KOR,indianred
1612,2017,58,766369,KOR,indianred
1613,2017,59,759340,KOR,indianred
1614,2017,60,685391,KOR,indianred
1615,2017,61,709081,KOR,indianred
1616,2017,62,602685,KOR,indianred
1617,2017,63,519913,KOR,indianred
1618,2017,64,574066,KOR,indianred
1619,2017,65,418368,KOR,indianred
1620,2017,66,445503,KOR,indianred
1621,2017,67,449701,KOR,indianred
1622,2017,68,445728,KOR,indianred
1623,2017,69,448327,KOR,indianred
1624,2017,70,355874,KOR,indianred
1625,2017,71,316629,KOR,indianred
1626,2017,72,337139,KOR,indianred
1627,2017,73,337603,KOR,indianred
1628,2017,74,412885,KOR,indianred
1629,2017,75,336823,KOR,indianred
1630,2017,76,294862,KOR,indianred
1631,2017,77,300627,KOR,indianred
1632,2017,78,267168,KOR,indianred
1633,2017,79,243402,KOR,indianred
1634,2017,80,224080,KOR,indianred
1635,2017,81,209088,KOR,indianred
1636,2017,82,180900,KOR,indianred
1637,2017,83,150442,KOR,indianred
1638,2017,84,134605,KOR,indianred
1639,2017,85,107132,KOR,indianred
1640,2017,86,93658.76,KOR,indianred
1641,2017,87,81765.51,KOR,indianred
1642,2017,88,67741.3,KOR,indianred
1643,2017,89,54251.65,KOR,indianred
1644,2017,90,41699.1,KOR,indianred
1645,2017,91,31913.3,KOR,indianred
1646,2017,92,24941.53,KOR,indianred
1647,2017,93,21348.12,KOR,indianred
1648,2017,94,16884,KOR,indianred
1649,2017,95,11037.77,KOR,indianred
1650,2017,96,7348.88,KOR,indianred
1651,2017,97,4964.13,KOR,indianred
1652,2017,98,3276.73,KOR,indianred
1653,2017,99,2276.58,KOR,indianred
1654,2017,100,1509.31,KOR,indianred
1655,2017,101,854.08,KOR,indianred
1656,2017,102,505.57,KOR,indianred
1657,2017,103,307.83,KOR,indianred
1658,2017,104,172.47,KOR,indianred
1659,2017,105,91.78,KOR,indianred
1660,2017,106,46.34,KOR,indianred
1661,2017,107,23.32,KOR,indianred
1662,2017,108,11.77,KOR,indianred
1663,2017,109,4.83,KOR,indianred
1664,2017,110,2.45,KOR,indianred
1665,2018,0,345767,KOR,indianred
1666,2018,1,409768,KOR,indianred
1667,2018,2,442831,KOR,indianred
1668,2018,3,439549,KOR,indianred
1669,2018,4,440681,KOR,indianred
1670,2018,5,489093,KOR,indianred
1671,2018,6,475723,KOR,indianred
1672,2018,7,473090,KOR,indianred
1673,2018,8,447716,KOR,indianred
1674,2018,9,468328,KOR,indianred
1675,2018,10,495411,KOR,indianred
1676,2018,11,449252,KOR,indianred
1677,2018,12,435777,KOR,indianred
1678,2018,13,473445,KOR,indianred
1679,2018,14,492801,KOR,indianred
1680,2018,15,494034,KOR,indianred
1681,2018,16,558412,KOR,indianred
1682,2018,17,637721,KOR,indianred
1683,2018,18,618079,KOR,indianred
1684,2018,19,637455,KOR,indianred
1685,2018,20,668528,KOR,indianred
1686,2018,21,682292,KOR,indianred
1687,2018,22,704600,KOR,indianred
1688,2018,23,710057,KOR,indianred
1689,2018,24,706363,KOR,indianred
1690,2018,25,720986,KOR,indianred
1691,2018,26,698429,KOR,indianred
1692,2018,27,636601,KOR,indianred
1693,2018,28,627485,KOR,indianred
1694,2018,29,622296,KOR,indianred
1695,2018,30,614086,KOR,indianred
1696,2018,31,623964,KOR,indianred
1697,2018,32,648789,KOR,indianred
1698,2018,33,657643,KOR,indianred
1699,2018,34,743345,KOR,indianred
1700,2018,35,816635,KOR,indianred
1701,2018,36,834447,KOR,indianred
1702,2018,37,830978,KOR,indianred
1703,2018,38,821183,KOR,indianred
1704,2018,39,716169,KOR,indianred
1705,2018,40,772639,KOR,indianred
1706,2018,41,755802,KOR,indianred
1707,2018,42,783054,KOR,indianred
1708,2018,43,849956,KOR,indianred
1709,2018,44,884665,KOR,indianred
1710,2018,45,885125,KOR,indianred
1711,2018,46,931878,KOR,indianred
1712,2018,47,906773,KOR,indianred
1713,2018,48,912177,KOR,indianred
1714,2018,49,913900,KOR,indianred
1715,2018,50,849592,KOR,indianred
1716,2018,51,804313,KOR,indianred
1717,2018,52,838577,KOR,indianred
1718,2018,53,820172,KOR,indianred
1719,2018,54,779840,KOR,indianred
1720,2018,55,866279,KOR,indianred
1721,2018,56,898712,KOR,indianred
1722,2018,57,906590,KOR,indianred
1723,2018,58,836619,KOR,indianred
1724,2018,59,763563,KOR,indianred
1725,2018,60,756329,KOR,indianred
1726,2018,61,682353,KOR,indianred
1727,2018,62,705639,KOR,indianred
1728,2018,63,599585,KOR,indianred
1729,2018,64,516967,KOR,indianred
1730,2018,65,570984,KOR,indianred
1731,2018,66,415769,KOR,indianred
1732,2018,67,442222,KOR,indianred
1733,2018,68,445992,KOR,indianred
1734,2018,69,441600,KOR,indianred
1735,2018,70,443601,KOR,indianred
1736,2018,71,351667,KOR,indianred
1737,2018,72,312472,KOR,indianred
1738,2018,73,332040,KOR,indianred
1739,2018,74,331654,KOR,indianred
1740,2018,75,404332,KOR,indianred
1741,2018,76,328996,KOR,indianred
1742,2018,77,287016,KOR,indianred
1743,2018,78,291552,KOR,indianred
1744,2018,79,258089,KOR,indianred
1745,2018,80,233967,KOR,indianred
1746,2018,81,214166,KOR,indianred
1747,2018,82,198557,KOR,indianred
1748,2018,83,170491,KOR,indianred
1749,2018,84,140673,KOR,indianred
1750,2018,85,124724,KOR,indianred
1751,2018,86,98515,KOR,indianred
1752,2018,87,85002.61,KOR,indianred
1753,2018,88,73277.86,KOR,indianred
1754,2018,89,59905.32,KOR,indianred
1755,2018,90,47184.46,KOR,indianred
1756,2018,91,35698.86,KOR,indianred
1757,2018,92,26917.55,KOR,indianred
1758,2018,93,20698.93,KOR,indianred
1759,2018,94,17327.14,KOR,indianred
1760,2018,95,13332.05,KOR,indianred
1761,2018,96,8580.82,KOR,indianred
1762,2018,97,5614.39,KOR,indianred
1763,2018,98,3710.96,KOR,indianred
1764,2018,99,2366.04,KOR,indianred
1765,2018,100,1569.43,KOR,indianred
1766,2018,101,989.99,KOR,indianred
1767,2018,102,539.66,KOR,indianred
1768,2018,103,307.01,KOR,indianred
1769,2018,104,179.12,KOR,indianred
1770,2018,105,95.59,KOR,indianred
1771,2018,106,48.16,KOR,indianred
1772,2018,107,22.69,KOR,indianred
1773,2018,108,10.25,KOR,indianred
1774,2018,109,4.78,KOR,indianred
1775,2018,110,1.88,KOR,indianred
1776,2019,0,317677,KOR,indianred
1777,2019,1,361560,KOR,indianred
1778,2019,2,411131,KOR,indianred
1779,2019,3,443425,KOR,indianred
1780,2019,4,439948,KOR,indianred
1781,2019,5,440853,KOR,indianred
1782,2019,6,489259,KOR,indianred
1783,2019,7,475739,KOR,indianred
1784,2019,8,473132,KOR,indianred
1785,2019,9,447723,KOR,indianred
1786,2019,10,468283,KOR,indianred
1787,2019,11,495351,KOR,indianred
1788,2019,12,449187,KOR,indianred
1789,2019,13,435640,KOR,indianred
1790,2019,14,473227,KOR,indianred
1791,2019,15,492503,KOR,indianred
1792,2019,16,493638,KOR,indianred
1793,2019,17,557786,KOR,indianred
1794,2019,18,636891,KOR,indianred
1795,2019,19,617533,KOR,indianred
1796,2019,20,637006,KOR,indianred
1797,2019,21,667990,KOR,indianred
1798,2019,22,681859,KOR,indianred
1799,2019,23,704274,KOR,indianred
1800,2019,24,709852,KOR,indianred
1801,2019,25,706228,KOR,indianred
1802,2019,26,721111,KOR,indianred
1803,2019,27,698451,KOR,indianred
1804,2019,28,636791,KOR,indianred
1805,2019,29,627551,KOR,indianred
1806,2019,30,622410,KOR,indianred
1807,2019,31,614204,KOR,indianred
1808,2019,32,623904,KOR,indianred
1809,2019,33,648542,KOR,indianred
1810,2019,34,657398,KOR,indianred
1811,2019,35,742951,KOR,indianred
1812,2019,36,816096,KOR,indianred
1813,2019,37,833747,KOR,indianred
1814,2019,38,830299,KOR,indianred
1815,2019,39,820295,KOR,indianred
1816,2019,40,715503,KOR,indianred
1817,2019,41,771965,KOR,indianred
1818,2019,42,755036,KOR,indianred
1819,2019,43,782147,KOR,indianred
1820,2019,44,848983,KOR,indianred
1821,2019,45,883428,KOR,indianred
1822,2019,46,883755,KOR,indianred
1823,2019,47,930389,KOR,indianred
1824,2019,48,905222,KOR,indianred
1825,2019,49,910528,KOR,indianred
1826,2019,50,912171,KOR,indianred
1827,2019,51,847959,KOR,indianred
1828,2019,52,802518,KOR,indianred
1829,2019,53,836767,KOR,indianred
1830,2019,54,818263,KOR,indianred
1831,2019,55,777636,KOR,indianred
1832,2019,56,863844,KOR,indianred
1833,2019,57,895837,KOR,indianred
1834,2019,58,903623,KOR,indianred
1835,2019,59,833507,KOR,indianred
1836,2019,60,760548,KOR,indianred
1837,2019,61,753243,KOR,indianred
1838,2019,62,679192,KOR,indianred
1839,2019,63,702138,KOR,indianred
1840,2019,64,596257,KOR,indianred
1841,2019,65,514397,KOR,indianred
1842,2019,66,567709,KOR,indianred
1843,2019,67,412666,KOR,indianred
1844,2019,68,438572,KOR,indianred
1845,2019,69,441818,KOR,indianred
1846,2019,70,436998,KOR,indianred
1847,2019,71,438539,KOR,indianred
1848,2019,72,347064,KOR,indianred
1849,2019,73,307831,KOR,indianred
1850,2019,74,326464,KOR,indianred
1851,2019,75,325227,KOR,indianred
1852,2019,76,395034,KOR,indianred
1853,2019,77,320517,KOR,indianred
1854,2019,78,278394,KOR,indianred
1855,2019,79,281555,KOR,indianred
1856,2019,80,248050,KOR,indianred
1857,2019,81,223766,KOR,indianred
1858,2019,82,203321,KOR,indianred
1859,2019,83,186954,KOR,indianred
1860,2019,84,159324,KOR,indianred
1861,2019,85,130286,KOR,indianred
1862,2019,86,114424,KOR,indianred
1863,2019,87,89364,KOR,indianred
1864,2019,88,76144.97,KOR,indianred
1865,2019,89,64720.55,KOR,indianred
1866,2019,90,52022.7,KOR,indianred
1867,2019,91,40384.24,KOR,indianred
1868,2019,92,30046.63,KOR,indianred
1869,2019,93,22192.49,KOR,indianred
1870,2019,94,16703.15,KOR,indianred
1871,2019,95,13731.81,KOR,indianred
1872,2019,96,10388.8,KOR,indianred
1873,2019,97,6523.32,KOR,indianred
1874,2019,98,4146.56,KOR,indianred
1875,2019,99,2648.89,KOR,indianred
1876,2019,100,1627.87,KOR,indianred
1877,2019,101,1047.37,KOR,indianred
1878,2019,102,641.75,KOR,indianred
1879,2019,103,339.18,KOR,indianred
1880,2019,104,186.8,KOR,indianred
1881,2019,105,105.27,KOR,indianred
1882,2019,106,53.78,KOR,indianred
1883,2019,107,25.68,KOR,indianred
1884,2019,108,11.13,KOR,indianred
1885,2019,109,4.19,KOR,indianred
1886,2019,110,2.23,KOR,indianred
1887,2020,0,295114,KOR,indianred
1888,2020,1,330915,KOR,indianred
1889,2020,2,362808,KOR,indianred
1890,2020,3,411897,KOR,indianred
1891,2020,4,443890,KOR,indianred
1892,2020,5,440234,KOR,indianred
1893,2020,6,441047,KOR,indianred
1894,2020,7,489343,KOR,indianred
1895,2020,8,475853,KOR,indianred
1896,2020,9,473174,KOR,indianred
1897,2020,10,447785,KOR,indianred
1898,2020,11,468307,KOR,indianred
1899,2020,12,495361,KOR,indianred
1900,2020,13,449156,KOR,indianred
1901,2020,14,435560,KOR,indianred
1902,2020,15,473053,KOR,indianred
1903,2020,16,492218,KOR,indianred
1904,2020,17,493207,KOR,indianred
1905,2020,18,557253,KOR,indianred
1906,2020,19,636507,KOR,indianred
1907,2020,20,617117,KOR,indianred
1908,2020,21,636540,KOR,indianred
1909,2020,22,667567,KOR,indianred
1910,2020,23,681424,KOR,indianred
1911,2020,24,703973,KOR,indianred
1912,2020,25,709512,KOR,indianred
1913,2020,26,706080,KOR,indianred
1914,2020,27,720942,KOR,indianred
1915,2020,28,698283,KOR,indianred
1916,2020,29,636805,KOR,indianred
1917,2020,30,627510,KOR,indianred
1918,2020,31,622279,KOR,indianred
1919,2020,32,614109,KOR,indianred
1920,2020,33,623719,KOR,indianred
1921,2020,34,648259,KOR,indianred
1922,2020,35,656989,KOR,indianred
1923,2020,36,742390,KOR,indianred
1924,2020,37,815472,KOR,indianred
1925,2020,38,832968,KOR,indianred
1926,2020,39,829435,KOR,indianred
1927,2020,40,819476,KOR,indianred
1928,2020,41,714741,KOR,indianred
1929,2020,42,771029,KOR,indianred
1930,2020,43,754115,KOR,indianred
1931,2020,44,781263,KOR,indianred
1932,2020,45,847680,KOR,indianred
1933,2020,46,881976,KOR,indianred
1934,2020,47,882190,KOR,indianred
1935,2020,48,928787,KOR,indianred
1936,2020,49,903504,KOR,indianred
1937,2020,50,908686,KOR,indianred
1938,2020,51,910232,KOR,indianred
1939,2020,52,846059,KOR,indianred
1940,2020,53,800525,KOR,indianred
1941,2020,54,834530,KOR,indianred
1942,2020,55,816119,KOR,indianred
1943,2020,56,775457,KOR,indianred
1944,2020,57,861026,KOR,indianred
1945,2020,58,892675,KOR,indianred
1946,2020,59,900059,KOR,indianred
1947,2020,60,830158,KOR,indianred
1948,2020,61,757362,KOR,indianred
1949,2020,62,749868,KOR,indianred
1950,2020,63,675767,KOR,indianred
1951,2020,64,698373,KOR,indianred
1952,2020,65,593339,KOR,indianred
1953,2020,66,511483,KOR,indianred
1954,2020,67,563759,KOR,indianred
1955,2020,68,409401,KOR,indianred
1956,2020,69,434535,KOR,indianred
1957,2020,70,437407,KOR,indianred
1958,2020,71,432116,KOR,indianred
1959,2020,72,433040,KOR,indianred
1960,2020,73,342182,KOR,indianred
1961,2020,74,302823,KOR,indianred
1962,2020,75,320512,KOR,indianred
1963,2020,76,318390,KOR,indianred
1964,2020,77,385431,KOR,indianred
1965,2020,78,311897,KOR,indianred
1966,2020,79,269534,KOR,indianred
1967,2020,80,271322,KOR,indianred
1968,2020,81,238060,KOR,indianred
1969,2020,82,213398,KOR,indianred
1970,2020,83,192494,KOR,indianred
1971,2020,84,175641,KOR,indianred
1972,2020,85,148395,KOR,indianred
1973,2020,86,120305,KOR,indianred
1974,2020,87,104494,KOR,indianred
1975,2020,88,80591,KOR,indianred
1976,2020,89,67818.57,KOR,indianred
1977,2020,90,56774.32,KOR,indianred
1978,2020,91,44972.9,KOR,indianred
1979,2020,92,34447.11,KOR,indianred
1980,2020,93,25217.31,KOR,indianred
1981,2020,94,18237.68,KOR,indianred
1982,2020,95,13423.8,KOR,indianred
1983,2020,96,10827.3,KOR,indianred
1984,2020,97,8043.76,KOR,indianred
1985,2020,98,4930.58,KOR,indianred
1986,2020,99,3047.84,KOR,indianred
1987,2020,100,1890.19,KOR,indianred
1988,2020,101,1124.05,KOR,indianred
1989,2020,102,699.84,KOR,indianred
1990,2020,103,418.34,KOR,indianred
1991,2020,104,215.26,KOR,indianred
1992,2020,105,115.19,KOR,indianred
1993,2020,106,62.89,KOR,indianred
1994,2020,107,30.62,KOR,indianred
1995,2020,108,13.67,KOR,indianred
1996,2020,109,5.16,KOR,indianred
1997,2020,110,2.06,KOR,indianred
1998,2021,0,265080,KOR,indianred
1999,2021,1,304619,KOR,indianred
2000,2021,2,331534,KOR,indianred
2001,2021,3,363146,KOR,indianred
2002,2021,4,412272,KOR,indianred
2003,2021,5,444146,KOR,indianred
2004,2021,6,440425,KOR,indianred
2005,2021,7,441184,KOR,indianred
2006,2021,8,489435,KOR,indianred
2007,2021,9,475936,KOR,indianred
2008,2021,10,473243,KOR,indianred
2009,2021,11,447769,KOR,indianred
2010,2021,12,468359,KOR,indianred
2011,2021,13,495337,KOR,indianred
2012,2021,14,449091,KOR,indianred
2013,2021,15,435436,KOR,indianred
2014,2021,16,472844,KOR,indianred
2015,2021,17,491851,KOR,indianred
2016,2021,18,492757,KOR,indianred
2017,2021,19,556899,KOR,indianred
2018,2021,20,636214,KOR,indianred
2019,2021,21,616774,KOR,indianred
2020,2021,22,636276,KOR,indianred
2021,2021,23,667400,KOR,indianred
2022,2021,24,681245,KOR,indianred
2023,2021,25,703759,KOR,indianred
2024,2021,26,709511,KOR,indianred
2025,2021,27,706057,KOR,indianred
2026,2021,28,721013,KOR,indianred
2027,2021,29,698397,KOR,indianred
2028,2021,30,637012,KOR,indianred
2029,2021,31,627635,KOR,indianred
2030,2021,32,622444,KOR,indianred
2031,2021,33,614251,KOR,indianred
2032,2021,34,623940,KOR,indianred
2033,2021,35,648317,KOR,indianred
2034,2021,36,656988,KOR,indianred
2035,2021,37,742345,KOR,indianred
2036,2021,38,815310,KOR,indianred
2037,2021,39,832661,KOR,indianred
2038,2021,40,829120,KOR,indianred
2039,2021,41,819218,KOR,indianred
2040,2021,42,714418,KOR,indianred
2041,2021,43,770518,KOR,indianred
2042,2021,44,753611,KOR,indianred
2043,2021,45,780541,KOR,indianred
2044,2021,46,846837,KOR,indianred
2045,2021,47,881108,KOR,indianred
2046,2021,48,881189,KOR,indianred
2047,2021,49,927704,KOR,indianred
2048,2021,50,902393,KOR,indianred
2049,2021,51,907452,KOR,indianred
2050,2021,52,908889,KOR,indianred
2051,2021,53,844643,KOR,indianred
2052,2021,54,799179,KOR,indianred
2053,2021,55,832890,KOR,indianred
2054,2021,56,814407,KOR,indianred
2055,2021,57,773571,KOR,indianred
2056,2021,58,858948,KOR,indianred
2057,2021,59,890018,KOR,indianred
2058,2021,60,897132,KOR,indianred
2059,2021,61,827151,KOR,indianred
2060,2021,62,754461,KOR,indianred
2061,2021,63,746633,KOR,indianred
2062,2021,64,672514,KOR,indianred
2063,2021,65,695126,KOR,indianred
2064,2021,66,590120,KOR,indianred
2065,2021,67,508098,KOR,indianred
2066,2021,68,559450,KOR,indianred
2067,2021,69,405873,KOR,indianred
2068,2021,70,430273,KOR,indianred
2069,2021,71,432678,KOR,indianred
2070,2021,72,426796,KOR,indianred
2071,2021,73,427060,KOR,indianred
2072,2021,74,337042,KOR,indianred
2073,2021,75,297529,KOR,indianred
2074,2021,76,313932,KOR,indianred
2075,2021,77,311032,KOR,indianred
2076,2021,78,374914,KOR,indianred
2077,2021,79,302154,KOR,indianred
2078,2021,80,260052,KOR,indianred
2079,2021,81,260420,KOR,indianred
2080,2021,82,227056,KOR,indianred
2081,2021,83,202247,KOR,indianred
2082,2021,84,181133,KOR,indianred
2083,2021,85,163654,KOR,indianred
2084,2021,86,137149,KOR,indianred
2085,2021,87,109952,KOR,indianred
2086,2021,88,94374,KOR,indianred
2087,2021,89,71764,KOR,indianred
2088,2021,90,59477.78,KOR,indianred
2089,2021,91,49082.49,KOR,indianred
2090,2021,92,38360.38,KOR,indianred
2091,2021,93,28916.58,KOR,indianred
2092,2021,94,20848.58,KOR,indianred
2093,2021,95,14830.79,KOR,indianred
2094,2021,96,10735.34,KOR,indianred
2095,2021,97,8466.53,KOR,indianred
2096,2021,98,6123.92,KOR,indianred
2097,2021,99,3669.42,KOR,indianred
2098,2021,100,2203.13,KOR,indianred
2099,2021,101,1319.44,KOR,indianred
2100,2021,102,760.46,KOR,indianred
2101,2021,103,456.36,KOR,indianred
2102,2021,104,266.34,KOR,indianred
2103,2021,105,133.3,KOR,indianred
2104,2021,106,69.11,KOR,indianred
2105,2021,107,36.35,KOR,indianred
2106,2021,108,16.47,KOR,indianred
2107,2021,109,6.49,KOR,indianred
2108,2021,110,1.66,KOR,indianred
2109,2003,0,236687,TWN,darkseagreen
2110,2003,1,257075,TWN,darkseagreen
2111,2003,2,306554,TWN,darkseagreen
2112,2003,3,282920,TWN,darkseagreen
2113,2003,4,267593,TWN,darkseagreen
2114,2003,5,323703,TWN,darkseagreen
2115,2003,6,323047,TWN,darkseagreen
2116,2003,7,324916,TWN,darkseagreen
2117,2003,8,322882,TWN,darkseagreen
2118,2003,9,326830,TWN,darkseagreen
2119,2003,10,320724,TWN,darkseagreen
2120,2003,11,318901,TWN,darkseagreen
2121,2003,12,335246,TWN,darkseagreen
2122,2003,13,310702,TWN,darkseagreen
2123,2003,14,341112,TWN,darkseagreen
2124,2003,15,308852,TWN,darkseagreen
2125,2003,16,300090,TWN,darkseagreen
2126,2003,17,336699,TWN,darkseagreen
2127,2003,18,362210,TWN,darkseagreen
2128,2003,19,373275,TWN,darkseagreen
2129,2003,20,393202,TWN,darkseagreen
2130,2003,21,404050,TWN,darkseagreen
2131,2003,22,399546,TWN,darkseagreen
2132,2003,23,409535,TWN,darkseagreen
2133,2003,24,398538,TWN,darkseagreen
2134,2003,25,379995,TWN,darkseagreen
2135,2003,26,413899,TWN,darkseagreen
2136,2003,27,357477,TWN,darkseagreen
2137,2003,28,352411,TWN,darkseagreen
2138,2003,29,352389,TWN,darkseagreen
2139,2003,30,352786,TWN,darkseagreen
2140,2003,31,364547,TWN,darkseagreen
2141,2003,32,375372,TWN,darkseagreen
2142,2003,33,377459,TWN,darkseagreen
2143,2003,34,377189,TWN,darkseagreen
2144,2003,35,360245,TWN,darkseagreen
2145,2003,36,387134,TWN,darkseagreen
2146,2003,37,382389,TWN,darkseagreen
2147,2003,38,389218,TWN,darkseagreen
2148,2003,39,394772,TWN,darkseagreen
2149,2003,40,389357,TWN,darkseagreen
2150,2003,41,384124,TWN,darkseagreen
2151,2003,42,380486,TWN,darkseagreen
2152,2003,43,377088,TWN,darkseagreen
2153,2003,44,364997,TWN,darkseagreen
2154,2003,45,346753,TWN,darkseagreen
2155,2003,46,358493,TWN,darkseagreen
2156,2003,47,350076,TWN,darkseagreen
2157,2003,48,331600,TWN,darkseagreen
2158,2003,49,319232,TWN,darkseagreen
2159,2003,50,312537,TWN,darkseagreen
2160,2003,51,316794,TWN,darkseagreen
2161,2003,52,267124,TWN,darkseagreen
2162,2003,53,248665,TWN,darkseagreen
2163,2003,54,218610,TWN,darkseagreen
2164,2003,55,192310,TWN,darkseagreen
2165,2003,56,156533,TWN,darkseagreen
2166,2003,57,140756,TWN,darkseagreen
